ITEM,description,WIDTH,UPC,cost,chop,join,group
37-791P,"WWOODS RED TIDE BEVEL 5/8""",0.625,720472184557,4.54,6.02,7.02,Wood
37-792P,WWOODS PURPLE HYACINTH BVL 5/8,0.625,720472187787,4.55,6.03,7.03,Wood
37-793P,"WWOODS TAHOE BLUE BEVEL 5/8""",0.625,720472184564,4.55,6.03,7.03,Wood
37-794P,"WWOODS AMAZON GREEN BVL 5/8""",0.625,720472184571,4.55,6.03,7.03,Wood
37-795P,"WWOODS BLACK WATER BVL 5/8""",0.625,720472184588,4.55,6.03,7.03,Wood
37-796P,"WWOODS DRIFTWOOD GREY BVL 5/8""",0.625,720472184595,4.55,6.02,7.02,Wood
379240,"W2 LANCASTER GREY FLAT 1 3/4""",1.75,720472173360,7.54,11.42,12.42,Wood
379250,"W2 LANCASTER TAN FLAT 1 3/4""",1.75,720472173377,7.54,11.42,12.42,Wood
379260,"W2 LANCASTER BLACK FLAT 1 3/4""",1.75,720472173384,7.54,11.59,12.59,Wood
381310,W1 HOMESTEAD SM BLK CUBE 1 1/4,1.25,720472180696,6.69,11.95,12.95,Wood
382285,"W2 TRIBECA LARGE CUBE 1 5/8""",1.625,720472139762,4.83,8.42,9.42,Wood
382286,"TRIBECA WHT LG CUBE 1 5/8""",1.625,720472197595,4.83,8.42,9.42,Wood
382310,W1 HOMESTEAD REVERSE BLK 1 1/2,1.5,720472180726,6.83,12.04,13.04,Wood
382440,"W2 BAUHAUS II WHT LG FL 1 5/8""",1.625,720472199094,5.92,6.76,7.76,Wood
382450,"W2 BAUHAUS II BLK LG FL 1 5/8""",1.625,720472199100,5.57,6.35,7.35,Wood
384605,"W2 AXEL ANT CHESTNUT 1 1/2""",1.5,720472181334,15.2,22.34,23.34,Wood
384610,"W2 AXEL SMOKED TIMBER 1 1/2""",1.5,720472181341,15.2,22.59,23.59,Wood
385403,"W0 WHITMAN BLACK CAP 1 3/16""",1.1875,720472181532,12.42,18.15,19.15,Wood
385405,"W0 WHITMAN TORTOISE 1 3/16""",1.1875,720472181549,12.42,18.15,19.15,Wood
386350,"W2 BROOKLYN BLK CAP 1 1/2""",1.5,720472163217,5.05,6.8,7.8,Wood
388630,"W2 DEVON BLACK SCOOP 1 9/16""",1.5625,720472180511,13.18,16.88,17.88,Wood
388640,"W2 DEVON WALNUT SCOOP 1 9/16""",1.5625,720472180528,13.17,16.87,16.87,Wood
388650,"W2 DEVON GRAY SCOOP 1 9/16""",1.5625,720472180535,11.45,16.88,17.88,Wood
389403,"W2 WHITMAN BLACK FLAT 1 3/16""",1.1875,720472181556,7.73,11.74,12.74,Wood
389405,"W2 WHITMAN TORTOISE 1 3/16""",1.1875,720472181563,7.22,10.97,11.97,Wood
390285,"W2 TRIBECA TRAD W/BEAD 1 9/16""",1.5625,720472139786,4.3,7.37,8.37,Wood
390286,"W2 WHITE TRAD W/BEAD 1 9/16""",1.5625,720472142663,4.83,8.32,9.32,Wood
391320,"W2 HARLOW FLAT MIRROR 1 9/16""",1.5625,720472180863,10.84,15.28,16.28,Wood
392320,"W2 HARLOW SCOOP MIRROR 1 9/16""",1.5625,720472180870,12.93,18.21,19.21,Wood
395252,"W2 FERROSA PEWTER 1 1/2""",1.4375,720472138949,10.03,15.96,16.96,Wood
395254,"W2 FERROSA IRON 1 1/2""",1.4375,720472138956,11.16,16.21,17.21,Wood
395556,"W2 FERROSA BRONZE 1 1/2""",1.4375,720472146586,11.76,17.03,18.03,Wood
396350,"W2 BROOKLYN BLK FLAT 2""",2,720472163224,5.55,8.51,9.51,Wood
399403,"W2 WHITMAN BLACK SCP 1 1/2""",1.5,720472181570,8.25,11.48,12.48,Wood
399405,"W2 WHITMAN TORTOISE 1 1/2""",1.5,720472181587,8.25,11.48,12.48,Wood
400350,"W1 BRIMFIELD SCP BLACK  1 5/8""",1.625,720472190909,12.95,16.67,17.67,Wood
400360,"W1 BRIMFIELD SCP WHITE  1 5/8""",1.625,720472190916,12.48,16.04,17.04,Wood
400750,"W1 SOFIA BRONZE SCALLOP 1 5/8""",1.625,720472154901,12.7,18.35,19.35,Wood
400751,"W1 SOFIA GOLD SCALLOP 1 5/8""",1.625,720472154857,12.01,17.38,18.38,Wood
400752,"W1 SOFIA IRON SCALLOP 1 5/8""",1.625,720472154802,12.45,18.03,19.03,Wood
400CB,W2 CLASSIC BLACK 1 1/2,1.5625,720472101820,6.51,10.46,11.46,Wood
401240,"W2 KOMODO RED FLOAT 2 11/16""",2.6875,720472182638,13.22,20.01,21.01,Wood
403235,"W2 ACADEMIE GOLD 1 1/4""",1.1875,720472139298,5.34,8.19,9.19,Wood
403237,"W2 ACADEMIE SILVER 1 1/4""",1.1875,720472139304,5.34,8.19,9.19,Wood
403239,"W2 ACADEMIE BLK W/GOLD  1 1/4""",1.1875,720472139311,5.36,8.22,9.22,Wood
405482,"W2 JASPER BLACK FLAT 2""",2,720472199193,4.11,5.8,6.8,Wood
405484,"W2 JASPER WHITE FLAT 2""",2,720472199209,4.34,6.15,7.15,Wood
406350,"W2 BROOKLYN BLK CASSETTA 2""",2,720472163231,5.85,9.07,10.07,Wood
406361,"W2 ANTICA CHESTNUT 1 3/16""",1.125,720472141215,10.83,22.58,23.58,Wood
406362,"W2 ANTICA CHARCOAL 1 3/16""",1.125,720472141222,10.83,22.37,23.37,Wood
406CG,"W2 CLASSIC GOLD 1 1/8""",1.125,720472101875,6.58,10.62,11.62,Wood
406CS,"W2 CLASSIC SILVER 1 1/8""",1.125,720472101882,6.58,10.62,11.62,Wood
408602,"W2 WALNUT BURL/REV 1 1/4""",1.25,720472126441,12.43,19.39,20.39,Wood
411431,"W2 ZEN TAUPE 1 1/4""",1.375,720472143707,10.98,16.28,17.28,Wood
411433,"W2 ZEN DK SILVER 1 1/4""",1.375,720472143721,10.51,15.57,16.57,Wood
411434,"W2 ZEN BLACK 1 1/4""",1.375,720472143738,10.66,15.77,16.77,Wood
413674,"W2 CRANBROOK EBONIZED 1 5/8""",1.625,720472150644,9.47,15.12,16.12,Wood
413675,W2 CRANBROOK NATURAL WAL 1 5/8,1.625,720472150651,9.76,16.14,17.14,Wood
413676,W2 CRANBROOK DARK WALNUT 1 5/8,1.625,720472150668,9.57,15.83,16.83,Wood
413677,"W2 CRANBROOK NAT MAPLE 1 5/8""",1.625,720472150675,8.8,14.74,15.74,Wood
414410,"W2 DILLON WALNUT CAP 1 1/2""",1.5,720472179225,13.46,19.31,20.31,Wood
414430,"W2 DILLON GREY CAP 1 1/2""",1.5,720472179249,13.46,19.45,20.45,Wood
415352,"W2 BARRINGTON DK.CHERRY 1 1/4""",1.25,720472140799,9.92,15.88,16.88,Wood
415BL,W2 RF/BLACK 1 1/4,1.25,720472119467,3.99,5.65,6.65,Wood
416276,"W0 MILO MAPLE TALL CAP 3/4""",0.75,720472199476,6.51,8.51,9.51,Wood
416277,"W0 MILO WALNUT TALL CAP 3/4""",0.75,720472199513,6.51,8.51,9.51,Wood
416278,W0 MILO CERUSED OAK TL CAP 3/4,0.75,720472199551,6.08,7.95,8.95,Wood
417317,W2 DRAYTON BLK&GLD SCOOP 1 3/4,1.6875,720472194266,6.31,9.14,10.14,Wood
4181,"ARQADIA SILVER 1 9/16""",1.5625,720472151580,3.13,0,0,Wood
418146,"W2 KYOTO BLACK 1 3/8""",1.375,720472139199,12.04,17.59,18.59,Wood
418147,"W2 KYOTO NATURAL 1 3/8""",1.375,720472139205,12.04,17.59,18.59,Wood
418148,"W2 KYOTO GREY 1 3/8""",1.375,720472139212,12.04,17.59,18.59,Wood
420660,"W1 MANTILLA SMALL GOLD 1 3/4""",1.75,720472150460,10.19,14.13,15.13,Wood
420661,"W1 MANTILLA SMALL BLACK 1 3/4""",1.75,720472150477,10.49,14.55,15.55,Wood
420662,"W1 MANTILLA SMALL SILVR 1 3/4""",1.75,720472150484,10.56,14.63,15.63,Wood
423960,"W2 FLAX OYSTER LINER 1 1/4""",1.1875,720472159920,3.28,6.76,7.76,Liner
423962,"W2 FLAX SAND LINER 1 1/4""",1.1875,720472159937,3.32,6.86,7.86,Liner
423966,"W2 FLAX BLACK LINER 1 1/4""",1.1875,720472159951,3.3,6.8,7.8,Liner
429292,W2 WINDERMERE MAH/CHERRY 1 1/8,1.1875,720472139847,4.91,7.94,8.94,Wood
431431,"W2 ZEN TAUPE 1 3/8""",1.375,720472143752,15.91,26.01,27.01,Wood
431432,"W2 ZEN GOLD 1 3/8""",1.375,720472143769,17.37,25.91,26.91,Wood
431434,"W2 ZEN BLACK 1 3/8""",1.375,720472143783,18.18,27.11,28.11,Wood
432900,"W1 FOUNDRY FLAT BRASS 1 3/4""",1.75,720472179768,11.21,15.78,16.78,Wood
432902,"W1 FOUNDRY FLAT IRON 1 3/4""",1.75,720472179775,11.58,16.3,17.3,Wood
433082,"W2 SOHO BLK TALL CAP 1 3/4""",1.6875,720472134903,10.98,15.13,16.13,Wood
433084,"W2 SOHO BLK WSIL TCAP 1 3/4""",1.6875,720472134910,9.59,14.54,15.54,Wood
434110,"W2 CR2 SILVER CUBE 1 1/4""",1.25,720472182300,10.73,15.73,16.73,Wood
435500,"W2 ALTO BLK FLAT 1 5/16""",1.3125,720472184267,4.14,7.06,8.06,Wood
435510,"W2 ALTO WHT FLAT 1 5/16""",1.3125,720472184311,4.14,7.06,8.06,Wood
436350,"W2 BROOKLYN BLK SLANT 1 5/8""",1.625,720472163262,4.21,6.38,7.38,Wood
437500,"W1 ALTO BLK LG CUBE 1 3/16""",1.1875,720472184274,4.14,7.58,8.58,Wood
437510,"W1 ALTO WHT LG CUBE 1 3/16""",1.1875,720472184328,4.14,7.58,8.58,Wood
438120,"W2 DRESDEN BLACK 2""",2,720472163422,11.8,15.8,16.8,Wood
439082,"W2 SOHO BLK PYRAMID W/BEV 2""",2.0625,720472134934,8.72,11.97,12.97,Wood
441077,"W2 PRAGUE BAROQUE SLVR REV 2""",2.0625,720472134743,13.82,23.86,24.86,Wood
442650,"W0 TATE BLACK FLOAT 1 3/4""",1.75,720472181297,9.29,12.15,13.15,Wood
442670,"W0 TATE GOLD FLOAT 1 3/4""",1.75,720472182447,8.9,11.59,12.59,Wood
443960,"W1 FLAX OYSTER LINER 2""",2,720472159968,4.69,9.56,10.56,Liner
443962,"W1 FLAX SAND LINER 2""",2,720472159975,4.39,8.96,9.96,Liner
444110,"W2 CR2 SILVER PYRAMID 1 5/8""",1.625,720472182317,9.34,14.36,15.36,Wood
445482,"W2 JASPER BLACK FLAT 2 1/2""",2.5,720472199216,4.2,5.94,6.94,Wood
445484,"W2 JASPER WHITE FLAT 2 1/2""",2.5,720472199223,4.84,6.25,7.25,Wood
446317,W2 DRAYTON BLK&GLD PANEL 2 1/8,2.125,720472194273,7.26,10.52,11.52,Wood
449350,"W2 BARRINGTON LT.CHERRY 1 3/4""",1.75,720472140867,9.89,15.69,16.69,Wood
452100,"W2 CARBON 1 1/2"" CUBE BLACK",1.5,720472193337,12.41,14.55,15.55,Wood
453250,W2 ANDOVER FLAT BLACK 1 1/2,1.5,720472183079,6.39,8.33,9.33,Wood
453260,W2 ANDOVER FLAT WHITE 1 1/2,1.5,720472183086,6.39,8.33,9.33,Wood
453270,W2 ANDOVER FLAT SILVER 1 1/2,1.5,720472183093,5.56,8.33,9.33,Wood
454301,W2 BRITTANY CHAR BLACK 1 1/16,1.0625,720472179423,14.7,18.9,19.9,Wood
458184,W1 L7 SLVR/WHT 1 7/8 H x 3/4 W,0.8125,720472168762,14.84,17.06,18.06,Wood
458185,W1 L7 GOLD/BLK 1 7/8 H x 3/4 W,0.8125,720472168779,13.57,16.03,17.03,Wood
459500,"W2 ALTO BLK FLAT 1 15/16""",1.9375,720472184298,4.78,8.9,9.9,Wood
459510,"W2 ALTO WHT FLat 1 15/16""",1.9375,720472184342,4.37,8.9,9.9,Wood
460620,"W2 ANVIL II FLOAT 1 7/8"" AGDST",1.875,720472182508,17.83,25.43,26.43,Wood
461912,"W2 CHATEAU LOUIS XVI 2""(RIBB)",2,720472131957,25.12,32.01,33.01,Wood
462620,W2 ANVIL II CUBE 1 9/16 AGDSTL,1.5625,720472182515,14.27,18.81,19.81,Wood
463110,"W2 BRIGHTON RND WAL 1 1/16""",1.0625,720472183482,3.83,5.68,6.68,Wood
463120,W2 BRIGHTON RND MAH  1 1/16,1.0625,720472183574,3.63,5.39,6.39,Wood
463130,"W2 BRIGHTON RND ESP  1 1/16""",1.0625,720472183666,3.83,5.68,6.68,Wood
465110,"W1 BRIGHTON SM SCO WAL 1 3/16""",1.1875,720472183451,3.68,5.63,6.63,Wood
465120,W1 BRIGHTON SM SCP MAH 1 3/16,1.1875,720472183543,3.98,6.08,7.08,Wood
465130,"W1 BRIGHTON SCP ESP SM 1 3/16""",1.1875,720472183635,3.74,5.72,6.72,Wood
468120,"W2 DRESDEN BLK/SLVR 1 9/16""",1.5625,720472163439,11.25,15.27,16.27,Wood
470270,W2 ANDOVER MD DOMESLVR 1 11/16,1.6875,720472183048,7.87,9.94,10.94,Wood
470280,W2 ANDOVER MD DOME GLD 1 11/16,1.6875,720472183055,7.88,10.26,11.26,Wood
470290,W2 ANDOVER MD DME SUED 1 11/16,1.6875,720472183062,7.88,9.8,10.8,Wood
471550,"W2 INTERMEZZO UMBER 1 3/4""",1.5625,720472180948,14.26,19.79,20.79,Wood
471560,"W2 INTERMEZZO MAHOG 1 3/4""",1.5625,720472180955,14.27,19.8,20.8,Wood
471570,"W2 INTERMEZZO SABLE 1 3/4""",1.5625,720472180962,14.27,19.79,20.79,Wood
471912,"W2 CHATEAU LOUIS XV 2""",2,720472131964,22.52,29.41,30.41,Wood
472110,"W2 BRIGHTON PRY WAL 1 1/2""",1.5,720472183499,3.96,5.9,6.9,Wood
472120,"W2 BRIGHTON PRY MAH  1 1/2""",1.5,720472183581,3.83,5.71,6.71,Wood
472130,"W2 BRIGHTON PRY ESP  1 1/2 """,1.5,720472183673,3.9,5.81,6.81,Wood
473110,"W2 BRIGHTON BEAD WAL 1 9/16""",1.5625,720472183475,3.89,5.81,6.81,Wood
473120,W2 BRIGHTON BEADED MAH 1 9/16,1.5625,720472183567,4.09,6.12,7.12,Wood
473130,W2 BRIGHTON BEADED ESP 1 9/16,1.5625,720472183659,4.09,6.12,7.12,Wood
474110,"W2 CR2 SILVER FLAT  2""",2,720472182324,10.55,15.44,16.44,Wood
475110,W2 BRIGHTON REV WAL 1 11/16,1.6875,720472183505,3.92,5.86,6.86,Wood
475120,"W2 BRIGHTON REV MAH  1 11/16""",1.6875,720472183598,3.96,5.9,6.9,Wood
475130,"W2 BRIGHTON REV ESP 1 11/16""",1.6875,720472183680,4.09,6.1,7.1,Wood
476350,"W2 BROOKLYN BLK SLOPE 2""",2,720472163200,4.84,7.95,8.95,Wood
477593,"W2 MARAIS BLACK SCOOP 1 1/2""",1.5,720472156684,6.19,9.15,10.15,Wood
479110,"W1 BRIGHTON LIP SCOOP 1 13/16""",1.8125,720472183444,4.2,6.18,7.18,Wood
479120,"W1 BRIGHTON SCP MAH 1 13/16""",1.8125,720472183536,4.2,6.18,7.18,Wood
479130,"W1 BRIGHTON SCP ESP 1 13/16""",1.8125,720472183628,4.2,6.18,7.18,Wood
480455,W2 LILLE SMALL SCP 1 11/16 GLD,1.625,720472183383,11.33,15.49,16.49,Wood
480460,W2 LILLE SMALL SCP 1 11/16 BRZ,1.625,720472183291,11.24,15.39,16.39,Wood
480465,W2 LILLE SMALL SCP 1 11/16 SLV,1.625,720472183307,11.57,15.82,16.82,Wood
480470,W2 LILLE SMALL SCP 1 11/16 PWT,1.625,720472183314,11.2,15.34,16.34,Wood
482310,W1 HOMESTEAD SCOOP BLK 1 15/16,1.9375,720472180788,7.93,15.33,16.33,Wood
484110,"W0 CR2 SILVER FLOAT 1 3/4""",1.75,720472182331,11.71,17,18,Wood
485110,"W2 BRIGHTON LG SCOOP WAL 2""",2,720472183468,5.09,7.16,8.16,Wood
485120,"W2 BRIGHTON LG SCP MAH 2 """,2,720472183550,5.09,7.16,8.16,Wood
485130,"W2 BRIGHTON LG SCP ESP 2""",2,720472183642,4.97,6.98,7.98,Wood
486180,"W2 HUDSON GOLD SCOOP 1 9/16""",1.5625,720472172738,7.04,10.53,11.53,Wood
486190,"W2 HUDSON SILVER SCP 1 9/16""",1.5625,720472172745,6.84,10.48,11.48,Wood
486200,W2 HUDSON II IVORY SCP 1 9/16,1.5625,720472183864,6.6,10.23,11.23,Wood
486220,W2 HUDSONII BKGDSC 1 9/16,1.5625,720472183871,6.98,10.21,11.21,Wood
487BDG,W2 487BDG 1 1/4,#VALUE!,720472102681,6.91,10.58,11.58,Wood
488150,"W2 SPENCER GOLD CUBE   1 1/4 """,1.25,720472184137,5.29,7.27,8.27,Wood
488151,"W2 SPENCER SIL/BRN CUBE 1 1/4""",1.25,720472184144,5.3,7.28,8.28,Wood
488152,"W2 SPENCER SIL/BLK CUBE 1 1/4""",1.25,720472184151,5.18,7.1,8.1,Wood
488153,"W2 SPENCER II SIL CUBE 1 1/4""",1.25,720472198905,6.01,8.18,9.18,Wood
488154,"W2 SPENCER II GOLD CUBE 1 1/4""",1.25,720472198974,6.01,8.18,9.18,Wood
489500,"W2 FINN FLAT 1 3/4"" BLACK",1.75,720472193559,6.73,10.43,11.43,Wood
489510,"W2 FINN FLAT 1 3/4"" NATURAL",1.75,720472193566,6.74,10.43,11.43,Wood
492150,"W1 SPENCER GLD FLOAT  1 15/16""",1.9375,720472184168,8.12,11.1,12.1,Wood
492151,WO SPENCER SIL/BRN FLO 1 15/16,1.9375,720472184175,8.12,11.1,12.1,Wood
492152,W1 SPENCER SIL/BLK FLO 1 15/16,1.9375,720472184182,8.12,11.1,12.1,Wood
492153,W1 SPENCER II SIL FLO 1 15/16,1.9375,720472198912,8.15,11.09,12.09,Wood
492154,"WO SPENCER II GLD FLO 1 15/16""",1.9375,720472198981,8.15,11.09,12.09,Wood
492G,W2 GOLD 1 1/2,1.5,720472102742,8.77,14.2,15.2,Wood
493200,"W1 SALON SM CAP GOLD 1 3/16""",1.1875,720472191043,5.87,8.02,9.02,Wood
493225,"W1 SALON SM CAP SILVER 1 3/16""",1.1875,720472191050,5.83,7.97,8.97,Wood
493615,"W2 EASTLAKE BLACK 1 5/8""",1.625,720472128230,3.9,5.73,6.73,Wood
494100,"W2 SPOLETO REVERSE SILVER 2""",2,720472191432,13.08,19.94,20.94,Wood
494110,"W2 SPOLETO REVERSE PEWTER 2""",2,720472191449,13.02,19.79,20.79,Wood
494130,"W2 SPOLETO REVERSE BRONZE 2""",2,720472191456,13.11,19.97,20.97,Wood
496200,"W1 SALON SM EMB GOLD 1 5 /16""",1.3125,720472191067,6.28,8.59,9.59,Wood
496225,"W1 SALON SM EMB SILVER 1 5/16""",1.3125,720472191074,6.36,8.69,9.69,Wood
497150,"W2 SPENCER GOLD FLAT 1 15/16""",1.9375,720472184229,6.36,8.69,9.69,Wood
497152,"W2 SPENCER SIL/BLK   1 15/16""",1.9375,720472184243,5.76,8.32,9.32,Wood
497153,"W2 SPENCER II SIL CAP 1 15/16""",1.9375,720472198929,6.19,8.42,9.42,Wood
497154,W2 SPENCER II GLD FLAT 1 15/16,1.9375,720472198998,6.19,8.42,9.42,Wood
500CG,W2 CLASSIC GOLD 2,2,720472102827,8.95,14.22,15.22,Wood
500CS,W2 CLASSIC SILVER 2,2,720472102834,8.95,14.22,15.22,Wood
501-100M,"NATURAL MAPLE 5/8""",0.625,720472184601,8.05,10.47,11.47,Wood
501-555X,"STEAMPUNK STEEL 5/8""",0.625,720472187244,9.56,12.49,13.49,Wood
502530,W2 TUSCANY IT DRK WAL TRAD REV,1.9375,720472145107,8.07,12.23,13.23,Wood
508200,"W2 SALON LG CAP GOLD    1 3/4""",1.875,720472191081,8.31,11.38,12.38,Wood
509706,"W2 OLSEN MAPLE FLAT 2""",1.875,720472199759,7.16,9.98,10.98,Wood
509708,"W2 OLSEN OAK FLAT 2""",1.875,720472199766,7.16,9.98,10.98,Wood
510BL,W1 RF/BLACK 7/8,0.8125,720472119481,5.84,9.32,10.32,Wood
511124,"W0 RAVELLO CRSGRN MP FL 2 1/4""",2.25,720472197120,6.96,11.14,12.14,Wood
511125,"W0 RAVELLO ELM BURL FLO 2 1/4""",2.25,720472197922,6.96,11.14,12.14,Wood
511126,W0 RAVELLO DANIELA WL FL 2 1/4,2.25,720472197939,6.96,11.14,12.14,Wood
511127,"W0 RAVELLO POPLAR BURL 2 1/4""",2.25,720472197946,6.96,11.14,12.14,Wood
511128,"W0 RAVELLO BIRDSEYE MP 2 1/4""",2.25,720472198011,6.96,11.14,12.14,Wood
512500,"W0 FINN FLOAT 1 3/4"" BLACK",1.75,720472193597,13.52,13.52,14.52,Wood
512510,"W0 FINN FLOAT 1 3/4"" NATURAL",1.75,720472193603,9.55,13.5,14.5,Wood
512520,"W0 FINN FLOAT 1 3/4"" ESPRESSO",1.75,720472193610,9.5,13.44,14.44,Wood
513200,"W2 SALON SM PANEL GOLD  2 """,2,720472191104,7.56,10.36,11.36,Wood
513225,"W2 SALON SMALL PANEL SILVER 2""",2,720472191111,8.02,10.97,11.97,Wood
516250,W0 ANDOVER SM FLOAT BLK 1 9/16,1.5625,720472191265,10.38,13.49,14.49,Wood
516270,W0 ANDOVER SM FLOAT SIL 1 9/16,1.5625,720472191272,10.45,13.49,14.49,Wood
516280,W0 ANDOVER SM FLOAT GLD 1 9/16,1.5625,720472191289,10.48,13.49,14.49,Wood
516290,W0 ANDOVER SM FLOAT SUD 1 9/16,1.5625,720472191296,10.49,13.49,14.49,Wood
517250,"W0 ANDOVER LG FLOAT BLK 2 1/4""",2.25,720472191302,13.74,16.86,17.86,Wood
517270,"W0 ANDOVER LG FLOAT SIL 2 1/4""",2.25,720472191319,13.77,16.86,17.86,Wood
517280,"W0 ANDOVER LG FLOAT GLD 2 1/4""",2.25,720472191326,13.77,16.86,17.86,Wood
519-500P,"MULTI-FLOAT SATIN BLK STEP 2""",1,720472187893,10,13.36,14.36,Wood
520750,"W2 SOFIA BRZ ORNATE REV 2 1/2""",2.5,720472154918,18.75,25.82,26.82,Wood
520751,"W2 SOFIA GLD ORNATE REV 2 1/2""",2.5,720472154864,18.89,26.02,27.02,Wood
520752,"W2 SOFIA IRN ORNATE REV 2 1/2""",2.5,720472154819,18.84,24.58,25.58,Wood
521720,"W2 VERMONT BRICK RED 2 1/4""",2.25,720472154314,11.41,18.16,19.16,Wood
521726,"W2 VERMONT OAT 2 1/4""",2.25,720472154376,11.4,18.13,19.13,Wood
524940,"W2 GALLERY 1 BLK FLOAT 2 3/4""",2.75,720472159821,9.6,13.45,14.45,Wood
524941,"W2 GALLERY 1 WHT FLOAT 2 3/4""",2.75,720472159838,9.71,13.6,14.6,Wood
525552,"W2 FERROSA PEWTER 1 5/8""",1.5625,720472146647,13.58,19.89,20.89,Wood
525554,"W2 FERROSA IRON 1 5/8""",1.5625,720472146654,11.71,18.76,19.76,Wood
525556,"W2 FERROSA BRONZE 1 5/8""",1.5625,720472146661,13.46,19.71,20.71,Wood
530650,"W2 TATE BLACK FLAT 2 1/4""",2.25,720472181235,5.9,8.43,9.43,Wood
530660,"W2 TATE SILVER FLAT 2 1/4""",2.25,720472181242,6.74,9.14,10.14,Wood
530670,"W2 TATE GOLD FLAT 2 1/4""",2.25,720472182454,7.27,11.37,12.37,Wood
531610,W0 AXEL SMOKED TIMBER FLOAT,2.5625,720472181365,22.66,32,33,Wood
532530,W2 TUSCANY IT DRK FLAT PANEL,2.75,720472145121,9.95,15.87,16.87,Wood
533276,"W2 MILO MAPLE FLAT 1 1/4""",1.25,720472199483,5.16,6.74,7.74,Wood
533277,"W2 MILO WALNUT FLAT 1 1/4""",1.25,720472199520,5.16,6.74,7.74,Wood
533278,W2 MILO CERUSED OAK FLAT 1 1/4,1.25,720472199568,4.86,6.35,7.35,Wood
533516,"W2 ANSLEY CHERRY 1 1/4""",1.25,720472144520,4.96,7.57,8.57,Wood
533517,"W2 ANSLEY COFFEE 1 1/4""",1.25,720472144537,5.11,7.8,8.8,Wood
533519,"W2 ANSLEY MAHOGANY 1 1/4""",1.25,720472144551,4.91,7.52,8.52,Wood
533526,"W2 ANSLEY BLACK 1 1/4""",1.25,720472180061,4.69,7.16,8.16,Wood
538120,"W2 DRESDEN BLK/SLVR 2 15/16""",2.9375,720472163446,22.38,28.25,29.25,Wood
540950,W2 CEZANNE SLV CASSETA 2 15/16,2.9375,720472160124,36.58,39.9,40.9,Wood
542285,"W1 TRIBECA TRAD W/SQ TRI 2""",2,720472139793,4.67,8.21,9.21,Wood
543960,"W2 FLAX OYSTER LINER 2 1/2""",2.5,720472160001,6.21,12.67,13.67,Liner
543964,"W2 FLAX PEBBLE LINER 2 1/2""",2.5,720472160025,4.78,10.68,11.68,Liner
546100,"W1 PANZANO SM FLAT PEAT 1 1/4""",1.25,720472191524,10.68,14.07,15.07,Wood
546200,"W1 PANZANO SM BEECHNUT  1 1/4""",1.25,720472191531,9.8,12.64,13.64,Wood
549670,"W2 TATE GOLD SLANT 3""",3,720472182478,9.1,14,15,Wood
550285,"W2 TRIBECA WIDE FLAT 2 1/4""",2.25,720472139809,3.9,6.68,7.68,Wood
550286,"W2 WHITE WIDE FLAT 2 1/4""",2.25,720472142670,4.05,6.95,7.95,Wood
550350,"W2 BRIMFIELD MED BLK    2 1/2""",2.5625,720472190930,13.82,17.07,18.07,Wood
550360,"W2 BRIMFIELD MED WHT    2 1/2""",2.5625,720472190947,13.86,17.12,18.12,Wood
551800,"W2 BELMONT LT OLIVE SCP 2 1/2""",2.5,720472154673,20.55,29.38,30.38,Wood
551801,"W2 BELMONT MD OLIVE SCP 2 1/2""",2.5,720472154680,20.53,29.38,30.38,Wood
551802,"W2 BELMONT DK OLIVE SCP 2 1/2""",2.5,720472154697,20.53,29.35,30.35,Wood
552100,W1 PANZANO SM SCOOP PEAT 1 1/2,1.5625,720472191500,13.63,17.46,18.46,Wood
552200,"W1 PANZANO SM  BEECHNUT 1 1/2""",1.5625,720472191517,13.62,17.44,18.44,Wood
552285,"W2 TRIBECA REV W/RIDGES 2 5/8""",2.5,720472139816,5.2,9.1,10.1,Wood
553440,"W2 BAUHAUS II WHT WD FL 2""",2,720472199117,7.31,8.36,9.36,Wood
553450,"W2 BAUHAUS II BLK WD FL 2""",2,720472199124,7.05,8.19,9.19,Wood
557591,"W2 MARAIS EUR GOLD TRAD 2""",2,720472146807,10.73,16.01,17.01,Wood
557592,"W2 MARAIS EUR SILV TRAD 2""",2,720472146814,9.33,15.25,16.25,Wood
557593,"W2 MARAIS BLACK TRAD 2""",2,720472156691,11.81,17.61,18.61,Wood
563705,"W2 LINEA GRAPHITE CUBE 1 3/4""",1.75,720472182393,6.68,10.12,11.12,Wood
564100,"W1 HAVANA FLAT 1 3/16"" TOFFEE",1.125,720472191678,5.61,8.41,9.41,Wood
564200,"W1 HAVANA FLAT 1 3/16"" COCOA",1.125,720472191685,5.42,8.1,9.1,Wood
565403,"W2 WHITMAN BLACK FLAT 2 3/8""",2.375,720472181594,9.82,13.19,14.19,Wood
565405,"W2 WHITMAN TORTOISE 2 3/8""",2.375,720472181600,9.67,13.19,14.19,Wood
567100,"W1 HAVANA CAP 1 1/4"" TOFFEE",1.25,720472191692,7.11,10.69,11.69,Wood
567200,"W1 HAVANA CAP 1 1/4"" COCOA",1.25,720472191708,7.15,10.76,11.76,Wood
569240,W2 LANCASTER GREY FLAT 2 11/16,2.6875,720472173391,11.67,17.34,18.34,Wood
569260,"W2 LANCASTER BLK FLAT 2 11/16""",2.6875,720472173414,11.66,17.33,18.33,Wood
571550,"W2 INTERMEZZO UMBER 2 1/2""",2.5,720472180979,19.83,28.22,29.22,Wood
